,source_url,access_datetime,content,words,count
0,https://m.kun.uz/uz/news/2022/12/12/konteyner-arena-buzib-tashlandimi,1670807491,"Qatardagi mundialning eng noodatiy stadioni bo‘lmish «974» arenasi buzib tashlangani haqida xabarlar tarqaldi. Tribuna.uz muxbiri vaziyatni aniqlashtirish uchun stadionga bordi. Chindan «Konteyner arena» jahon chempionatidan keyin buzib tashlanishi aytilgan, ammo o‘yingoh hozircha joyida turibdi. Konteynerlardan ba’zilari olinganga o‘xshaydi, ammo stadionda bu borada ma’lumot beradigan hech kim topilmadi. Qo‘riqchining so‘zlariga ko‘ra, ichkarida turli tadbirlar o‘tkazilmoqda va o‘yingoh mundial tugamay buzilmaydi. Stadionga kirishga va ichkaridan suratga olishga OAV vakillariga ruxsat berilmadi. Media vakillari uchun kirish eshigi yopiq va stadion rasman yopilgan. Internetda «Konteyner arena» qurilish jarayonidan olingan suratlar uning buzilgani haqidagi feyk xabarga ilova qilingan. Stadion buzilishi ehtimoli yuqori, ammo u hozircha joyida turibdi. Ba’zi ma’lumotlarga ko‘ra, «974» o‘yingohi 2024 yil yanvarda o‘tadigan futbol bo‘yicha Osiyo chempionatini ham qabul qilishi mumkin.","['Qatardagi', 'mundialning', 'eng', 'noodatiy', 'stadioni', 'bo‘lmish', '«974»', 'arenasi', 'buzib', 'tashlangani', 'haqida', 'xabarlar', 'tarqaldi.', 'Tribuna.uz', 'muxbiri', 'vaziyatni', 'aniqlashtirish', 'uchun', 'stadionga', 'bordi.', 'Chindan', '«Konteyner', 'arena»', 'jahon', 'chempionatidan', 'keyin', 'buzib', 'tashlanishi', 'aytilgan,', 'ammo', 'o‘yingoh', 'hozircha', 'joyida', 'turibdi.', 'Konteynerlardan', 'ba’zilari', 'olinganga', 'o‘xshaydi,', 'ammo', 'stadionda', 'bu', 'borada', 'ma’lumot', 'beradigan', 'hech', 'kim', 'topilmadi.', 'Qo‘riqchining', 'so‘zlariga', 'ko‘ra,', 'ichkarida', 'turli', 'tadbirlar', 'o‘tkazilmoqda', 'va', 'o‘yingoh', 'mundial', 'tugamay', 'buzilmaydi.', 'Stadionga', 'kirishga', 'va', 'ichkaridan', 'suratga', 'olishga', 'OAV', 'vakillariga', 'ruxsat', 'berilmadi.', 'Media', 'vakillari', 'uchun', 'kirish', 'eshigi', 'yopiq', 'va', 'stadion', 'rasman', 'yopilgan.', 'Internetda', '«Konteyner', 'arena»', 'qurilish', 'jarayonidan', 'olingan', 'suratlar', 'uning', 'buzilgani', 'haqidagi', 'feyk', 'xabarga', 'ilova', 'qilingan.', 'Stadion', 'buzilishi', 'ehtimoli', 'yuqori,', 'ammo', 'u', 'hozircha', 'joyida', 'turibdi.', 'Ba’zi', 'ma’lumotlarga', 'ko‘ra,', '«974»', 'o‘yingohi', '2024', 'yil', 'yanvarda', 'o‘tadigan', 'futbol', 'bo‘yicha', 'Osiyo', 'chempionatini', 'ham', 'qabul', 'qilishi', 'mumkin.']",119
1,https://m.kun.uz/uz/news/2022/12/11/hududgaztaminotning-toshkent-viloyati-filiali-direktori-qamoqqa-olindi,1670807491,"Prezident administratsiyasi rahbari Sardor Umrzoqov rahbarligida o‘tkazilgan yig‘ilishda energiya resurslari bilan ta’minlash sohasida aniqlangan qonunbuzilish holatlari yuzasidan Bosh prokuror Nig‘matilla Yo‘ldoshev ayrim ma’lumotlarni ochiqladi. Bosh prokurorning ma’lum qilishicha, «Hududgazta’minot» AJning Toshkent viloyati bo‘yicha tarkibiy bo‘linmasi bo‘lgan «Hududgaz Toshkent» filiali direktori M.A.ga nisbatan jinoyat ishi ochilgan hamda ehtiyot chorasi sifatida qamoqqa olingan. Shuningdek, «Yangiyo‘l tumangaz» rahbari U. T. va «Guliston tuman elektr tarmoqlari korxonasi» sobiq rahbari F. Sh.ga ham jinoyat ishi ochilib, ehtiyot chorasi sifatida qamoqqa olingan. «Agar boshqa hududlardagi mas’ullar ham bundan to‘g‘ri xulosa chiqarmasa va qonunbuzilish holatlariga yo‘l qo‘ysa, ularga ham, albatta, xuddi shunday jinoiy ish qo‘zg‘atiladi», degan — Sardor Umrzoqov.","['Prezident', 'administratsiyasi', 'rahbari', 'Sardor', 'Umrzoqov', 'rahbarligida', 'o‘tkazilgan\xa0yig‘ilishda\xa0energiya', 'resurslari', 'bilan', 'ta’minlash', 'sohasida', 'aniqlangan', 'qonunbuzilish', 'holatlari', 'yuzasidan', 'Bosh', 'prokuror', 'Nig‘matilla', 'Yo‘ldoshev', 'ayrim', 'ma’lumotlarni', 'ochiqladi.', 'Bosh', 'prokurorning', 'ma’lum', 'qilishicha,', '«Hududgazta’minot»', 'AJning', 'Toshkent', 'viloyati', 'bo‘yicha', 'tarkibiy', 'bo‘linmasi', 'bo‘lgan', '«Hududgaz', 'Toshkent»', 'filiali', 'direktori', 'M.A.ga', 'nisbatan', 'jinoyat', 'ishi', 'ochilgan', 'hamda', 'ehtiyot', 'chorasi', 'sifatida', 'qamoqqa', 'olingan.', 'Shuningdek,', '«Yangiyo‘l', 'tumangaz»', 'rahbari', 'U.', 'T.', 'va', '«Guliston', 'tuman', 'elektr', 'tarmoqlari', 'korxonasi»', 'sobiq', 'rahbari', 'F.', 'Sh.ga', 'ham', 'jinoyat', 'ishi', 'ochilib,', 'ehtiyot', 'chorasi', 'sifatida', 'qamoqqa', 'olingan.', '«Agar', 'boshqa', 'hududlardagi', 'mas’ullar', 'ham', 'bundan', 'to‘g‘ri', 'xulosa', 'chiqarmasa', 'va', 'qonunbuzilish', 'holatlariga', 'yo‘l', 'qo‘ysa,', 'ularga', 'ham,', 'albatta,', 'xuddi', 'shunday', 'jinoiy', 'ish', 'qo‘zg‘atiladi»,', 'degan', '—', 'Sardor', 'Umrzoqov.']",100
2,https://m.kun.uz/uz/news/2022/12/11/gaz-va-elektr-muammosi-boyicha-qonunbuzilishga-yol-qoygan-ayrim-rahbarlar-qamoqqa-olingan,1670807491,Prezident administratsiyasi rahbari Sardor Umurzoqov rahbarligida aholi va iqtisodiyot tarmoqlarini energiya resurslari bilan mutanosib ta’minlash masalalari bo‘yicha yig‘ilish bo‘lib o‘tmoqda. Yig‘ilish tanqidiy ruhda kechmoqda. Yig‘ilishda qonunbuzilishga hamda mas’uliyatsizlikka yo‘l qo‘ygan soha rahbarlaridan ayrimlariga nisbatan jinoyat ishi qo‘zg‘atilgani va qamoqqa olingani ma’lum qilindi. 9 dekabr kuni ham Umrzoqov rahbarligida qishni betalafot o‘tkazish bo‘yicha o‘tkazilgan videoselektorda Toshkent viloyati prokurori Prezident Administratsiyasidan noqonuniy gazga ulangan zavodni tarmoqdan uzmaslikni so‘ragani haqida aytilgandi. Yig‘ilishda Umrzoqov aholiga berilishi kerak bo‘lgan gazga noqonuniy ulanishlar orqasida kim turgani aniqlanishi va javobgarlikka tortilishini ma’lum qilgandi.,"['Prezident', 'administratsiyasi', 'rahbari', 'Sardor', 'Umurzoqov', 'rahbarligida\xa0aholi', 'va', 'iqtisodiyot', 'tarmoqlarini', 'energiya', 'resurslari', 'bilan', 'mutanosib', 'ta’minlash', 'masalalari', 'bo‘yicha', 'yig‘ilish', 'bo‘lib', 'o‘tmoqda.', 'Yig‘ilish', 'tanqidiy', 'ruhda', 'kechmoqda.', 'Yig‘ilishda', 'qonunbuzilishga', 'hamda', 'mas’uliyatsizlikka', 'yo‘l', 'qo‘ygan', 'soha', 'rahbarlaridan', 'ayrimlariga', 'nisbatan', 'jinoyat', 'ishi', 'qo‘zg‘atilgani', 'va', 'qamoqqa', 'olingani', 'ma’lum', 'qilindi.', '9', 'dekabr', 'kuni', 'ham', 'Umrzoqov', 'rahbarligida', 'qishni', 'betalafot', 'o‘tkazish', 'bo‘yicha', 'o‘tkazilgan', 'videoselektorda', 'Toshkent', 'viloyati', 'prokurori', 'Prezident', 'Administratsiyasidan', 'noqonuniy', 'gazga', 'ulangan', 'zavodni', 'tarmoqdan', 'uzmaslikni', 'so‘ragani', 'haqida', 'aytilgandi.', 'Yig‘ilishda', 'Umrzoqov', 'aholiga', 'berilishi', 'kerak', 'bo‘lgan', 'gazga', 'noqonuniy', 'ulanishlar', 'orqasida', 'kim', 'turgani', 'aniqlanishi', 'va', 'javobgarlikka', 'tortilishini', 'ma’lum', 'qilgandi.']",85
